duration,year_2008,duration_default_no,age_housing_no,balance_housing_no,duration_housing_no,duration_housing_yes,duration_loan_no,duration_contact_cellular,duration_poutcome_success,duration_poutcome_unknown,age_year_2008,duration_year_2008,campaign_year_2008,pdays_year_2008,age_year_2009,duration_year_2009,duration_year_2010,campaign_year_2010,duration_age
57,1,57,0,0,0,57,57,57,0,57,31,57,7,-1,0,0,0,0,1767
326,1,326,32,3275,326,0,326,326,0,326,32,326,4,-1,0,0,0,0,10432
70,1,70,44,935,70,0,70,70,0,70,44,70,5,-1,0,0,0,0,3080
716,1,716,46,1297,716,0,716,716,0,716,46,716,3,-1,0,0,0,0,32936
67,1,67,32,312,67,0,67,67,0,67,32,67,4,-1,0,0,0,0,2144
209,1,209,45,115,209,0,209,209,0,209,45,209,4,-1,0,0,0,0,9405
367,1,367,0,0,0,367,367,367,0,367,38,367,4,-1,0,0,0,0,13946
258,1,258,52,2569,258,0,258,258,0,258,52,258,5,-1,0,0,0,0,13416
99,1,99,32,3297,99,0,99,99,0,99,32,99,2,-1,0,0,0,0,3168
92,1,92,56,750,92,0,0,92,0,92,56,92,3,-1,0,0,0,0,5152
177,1,177,35,337,177,0,177,177,0,177,35,177,5,-1,0,0,0,0,6195
413,1,413,54,221,413,0,413,413,0,413,54,413,2,-1,0,0,0,0,22302
144,1,144,31,388,144,0,144,144,0,144,31,144,2,-1,0,0,0,0,4464
102,1,102,45,0,102,0,102,102,0,102,45,102,4,-1,0,0,0,0,4590
155,1,155,41,13,155,0,155,155,0,155,41,155,4,-1,0,0,0,0,6355
145,1,145,34,116,145,0,145,145,0,145,34,145,2,-1,0,0,0,0,4930
77,1,77,39,380,77,0,77,77,0,77,39,77,4,-1,0,0,0,0,3003
210,1,210,46,6086,210,0,210,210,0,210,46,210,2,-1,0,0,0,0,9660
106,1,106,34,50,106,0,106,106,0,106,34,106,3,-1,0,0,0,0,3604
105,1,105,49,348,105,0,105,105,0,105,49,105,2,-1,0,0,0,0,5145
98,1,98,0,0,0,98,98,98,0,98,32,98,2,-1,0,0,0,0,3136
588,1,588,35,106,588,0,0,588,0,588,35,588,2,-1,0,0,0,0,20580
73,1,73,53,618,73,0,73,73,0,73,53,73,2,-1,0,0,0,0,3869
106,1,106,36,553,106,0,106,106,0,106,36,106,2,-1,0,0,0,0,3816
106,1,106,49,-232,106,0,0,106,0,106,49,106,2,-1,0,0,0,0,5194
104,1,104,32,1214,104,0,104,104,0,104,32,104,2,-1,0,0,0,0,3328
73,1,73,39,454,73,0,73,73,0,73,39,73,2,-1,0,0,0,0,2847
100,1,100,46,41,100,0,100,100,0,100,46,100,2,-1,0,0,0,0,4600
111,1,111,38,1440,111,0,111,111,0,111,38,111,2,-1,0,0,0,0,4218
74,1,74,57,2416,74,0,74,74,0,74,57,74,2,-1,0,0,0,0,4218
48,1,48,44,5163,48,0,48,48,0,48,44,48,2,-1,0,0,0,0,2112
303,1,303,0,0,0,303,303,303,0,303,31,303,2,-1,0,0,0,0,9393
39,1,39,51,385,39,0,39,39,0,39,51,39,2,-1,0,0,0,0,1989
86,1,86,56,705,86,0,0,86,0,86,56,86,2,-1,0,0,0,0,4816
217,1,217,52,347,217,0,217,217,0,217,52,217,2,-1,0,0,0,0,11284
55,1,55,35,2277,55,0,0,55,0,55,35,55,2,-1,0,0,0,0,1925
72,1,72,47,838,72,0,72,72,0,72,47,72,3,-1,0,0,0,0,3384
97,1,97,0,0,0,97,0,97,0,97,30,97,2,-1,0,0,0,0,2910
667,1,667,42,687,667,0,667,667,0,667,42,667,2,-1,0,0,0,0,28014
347,1,347,38,1100,347,0,0,347,0,347,38,347,2,-1,0,0,0,0,13186
33,1,33,0,0,0,33,33,33,0,33,48,33,2,-1,0,0,0,0,1584
212,1,212,45,356,212,0,212,212,0,212,45,212,2,-1,0,0,0,0,9540
165,1,165,46,5108,165,0,165,165,0,165,46,165,4,-1,0,0,0,0,7590
856,1,856,48,476,856,0,856,856,0,856,48,856,3,-1,0,0,0,0,41088
382,1,382,0,0,0,382,382,382,0,382,34,382,2,-1,0,0,0,0,12988
84,1,84,31,0,84,0,84,84,0,84,31,84,2,-1,0,0,0,0,2604
226,1,226,55,161,226,0,226,226,0,226,55,226,2,-1,0,0,0,0,12430
47,1,47,34,268,47,0,47,47,0,47,34,47,4,-1,0,0,0,0,1598
103,1,103,39,13338,103,0,103,103,0,103,39,103,4,-1,0,0,0,0,4017
156,1,156,0,0,0,156,156,156,0,156,32,156,2,-1,0,0,0,0,4992
113,1,113,35,14,113,0,113,113,0,113,35,113,2,-1,0,0,0,0,3955
147,1,147,53,657,147,0,147,147,0,147,53,147,2,-1,0,0,0,0,7791
386,1,386,36,9,386,0,386,386,0,386,36,386,4,-1,0,0,0,0,13896
45,1,45,54,2950,45,0,45,45,0,45,54,45,2,-1,0,0,0,0,2430
121,1,121,33,8408,121,0,121,121,0,121,33,121,2,-1,0,0,0,0,3993
116,1,116,55,462,116,0,116,116,0,116,55,116,2,-1,0,0,0,0,6380
126,1,126,30,5,126,0,126,126,0,126,30,126,2,-1,0,0,0,0,3780
269,1,269,30,7513,269,0,269,269,0,269,30,269,2,-1,0,0,0,0,8070
82,1,82,60,115,82,0,82,82,0,82,60,82,2,-1,0,0,0,0,4920
71,1,71,33,348,71,0,71,71,0,71,33,71,2,-1,0,0,0,0,2343
218,1,218,39,394,218,0,218,218,0,218,39,218,2,-1,0,0,0,0,8502
270,1,270,43,2764,270,0,270,270,0,270,43,270,2,-1,0,0,0,0,11610
187,1,187,39,-112,187,0,0,187,0,187,39,187,2,-1,0,0,0,0,7293
565,1,565,0,0,0,565,565,565,0,565,31,565,2,-1,0,0,0,0,17515
226,1,226,58,3568,226,0,226,226,0,226,58,226,2,-1,0,0,0,0,13108
172,1,172,56,944,172,0,172,172,0,172,56,172,4,-1,0,0,0,0,9632
239,1,239,35,2,239,0,239,239,0,239,35,239,4,-1,0,0,0,0,8365
71,1,71,45,1410,71,0,71,71,0,71,45,71,2,-1,0,0,0,0,3195
297,1,297,48,3886,297,0,297,297,0,297,48,297,2,-1,0,0,0,0,14256
115,1,115,56,2750,115,0,115,115,0,115,56,115,2,-1,0,0,0,0,6440
72,1,72,0,0,0,72,72,72,0,72,32,72,2,-1,0,0,0,0,2304
55,1,55,32,67,55,0,55,55,0,55,32,55,2,-1,0,0,0,0,1760
164,1,164,56,646,164,0,164,164,0,164,56,164,2,-1,0,0,0,0,9184
88,1,88,0,0,0,88,88,88,0,88,44,88,4,-1,0,0,0,0,3872
69,1,69,31,98,69,0,69,69,0,69,31,69,2,-1,0,0,0,0,2139
123,1,123,37,3043,123,0,123,123,0,123,37,123,4,-1,0,0,0,0,4551
138,1,138,46,405,138,0,138,138,0,138,46,138,3,-1,0,0,0,0,6348
243,1,243,0,0,0,243,243,243,0,243,45,243,4,-1,0,0,0,0,10935
166,1,166,0,0,0,166,166,166,0,166,30,166,2,-1,0,0,0,0,4980
82,1,82,0,0,0,82,0,82,0,82,27,82,2,-1,0,0,0,0,2214
102,1,102,60,371,102,0,0,102,0,102,60,102,8,-1,0,0,0,0,6120
179,1,179,52,0,179,0,179,179,0,179,52,179,4,-1,0,0,0,0,9308
108,1,108,36,0,108,0,108,108,0,108,36,108,2,-1,0,0,0,0,3888
187,1,187,30,44,187,0,187,187,0,187,30,187,2,-1,0,0,0,0,5610
121,1,121,39,-276,121,0,0,121,0,121,39,121,4,-1,0,0,0,0,4719
123,1,123,50,2167,123,0,123,123,0,123,50,123,2,-1,0,0,0,0,6150
257,1,257,31,69,257,0,257,257,0,257,31,257,2,-1,0,0,0,0,7967
90,1,90,37,340,90,0,90,90,0,90,37,90,4,-1,0,0,0,0,3330
275,1,275,40,99,275,0,275,275,0,275,40,275,2,-1,0,0,0,0,11000
99,1,99,33,644,99,0,99,99,0,99,33,99,2,-1,0,0,0,0,3267
57,1,57,58,15,57,0,57,57,0,57,58,57,2,-1,0,0,0,0,3306
101,1,101,30,0,101,0,101,101,0,101,30,101,5,-1,0,0,0,0,3030
72,1,72,34,5665,72,0,72,72,0,72,34,72,4,-1,0,0,0,0,2448
104,1,104,59,3843,104,0,104,104,0,104,59,104,4,-1,0,0,0,0,6136
210,1,210,55,756,210,0,210,210,0,210,55,210,3,-1,0,0,0,0,11550
213,1,213,0,0,0,213,213,213,0,213,30,213,4,-1,0,0,0,0,6390
384,1,384,0,0,0,384,384,384,0,384,30,384,6,-1,0,0,0,0,11520
273,1,273,58,0,273,0,273,273,0,273,58,273,2,-1,0,0,0,0,15834
95,1,95,0,0,0,95,95,95,0,95,32,95,2,-1,0,0,0,0,3040
70,1,70,31,7567,70,0,70,70,0,70,31,70,2,-1,0,0,0,0,2170
71,1,71,50,235,71,0,71,71,0,71,50,71,2,-1,0,0,0,0,3550
97,1,97,31,1463,97,0,97,97,0,97,31,97,2,-1,0,0,0,0,3007
237,1,237,33,0,237,0,237,237,0,237,33,237,2,-1,0,0,0,0,7821
116,1,116,34,370,116,0,116,116,0,116,34,116,2,-1,0,0,0,0,3944
72,1,72,31,614,72,0,72,72,0,72,31,72,4,-1,0,0,0,0,2232
170,1,170,46,2421,170,0,170,170,0,170,46,170,4,-1,0,0,0,0,7820
217,1,217,30,2123,217,0,217,217,0,217,30,217,2,-1,0,0,0,0,6510
169,1,169,0,0,0,169,169,169,0,169,35,169,2,-1,0,0,0,0,5915
97,1,97,49,112,97,0,97,97,0,97,49,97,2,-1,0,0,0,0,4753
79,1,79,45,0,79,0,79,79,0,79,45,79,6,-1,0,0,0,0,3555
119,1,119,31,15,119,0,119,119,0,119,31,119,2,-1,0,0,0,0,3689
86,1,86,35,272,86,0,86,86,0,86,35,86,2,-1,0,0,0,0,3010
56,1,56,0,0,0,56,56,56,0,56,54,56,4,-1,0,0,0,0,3024
149,1,149,42,5455,149,0,149,149,0,149,42,149,4,-1,0,0,0,0,6258
246,1,246,34,1763,246,0,246,246,0,246,34,246,2,-1,0,0,0,0,8364
155,1,155,43,0,155,0,155,155,0,155,43,155,2,-1,0,0,0,0,6665
139,1,0,46,-11,139,0,139,139,0,139,46,139,2,-1,0,0,0,0,6394
160,1,160,43,159,160,0,160,160,0,160,43,160,2,-1,0,0,0,0,6880
356,1,356,47,4520,356,0,356,356,0,356,47,356,2,-1,0,0,0,0,16732
135,1,135,0,0,0,135,135,135,0,135,31,135,2,-1,0,0,0,0,4185
135,1,135,0,0,0,135,135,135,0,135,32,135,2,-1,0,0,0,0,4320
309,1,309,35,0,309,0,309,309,0,309,35,309,2,-1,0,0,0,0,10815
53,1,53,46,942,53,0,53,53,0,53,46,53,4,-1,0,0,0,0,2438
250,1,250,59,997,250,0,0,250,0,250,59,250,4,-1,0,0,0,0,14750
545,1,545,30,4889,545,0,545,545,0,545,30,545,2,-1,0,0,0,0,16350
316,1,316,34,259,316,0,316,316,0,316,34,316,2,-1,0,0,0,0,10744
168,1,168,53,1242,168,0,168,168,0,168,53,168,2,-1,0,0,0,0,8904
230,1,230,59,518,230,0,230,230,0,230,59,230,2,-1,0,0,0,0,13570
72,1,72,46,209,72,0,72,72,0,72,46,72,2,-1,0,0,0,0,3312
204,1,204,35,1260,204,0,204,204,0,204,35,204,9,-1,0,0,0,0,7140
61,1,61,43,1532,61,0,61,61,0,61,43,61,2,-1,0,0,0,0,2623
52,1,52,45,1780,52,0,52,52,0,52,45,52,4,-1,0,0,0,0,2340
242,1,242,36,-2,242,0,242,242,0,242,36,242,2,-1,0,0,0,0,8712
194,1,194,30,54,194,0,194,194,0,194,30,194,2,-1,0,0,0,0,5820
111,1,111,0,0,0,111,111,111,0,111,34,111,2,-1,0,0,0,0,3774
90,1,90,42,-209,90,0,0,90,0,90,42,90,2,-1,0,0,0,0,3780
231,1,231,60,1210,231,0,231,231,0,231,60,231,2,-1,0,0,0,0,13860
126,1,126,52,5521,126,0,126,126,0,126,52,126,4,-1,0,0,0,0,6552
317,1,317,45,2388,317,0,317,317,0,317,45,317,2,-1,0,0,0,0,14265
285,1,285,33,3470,285,0,285,285,0,285,33,285,2,-1,0,0,0,0,9405
105,1,105,0,0,0,105,105,105,0,105,40,105,2,-1,0,0,0,0,4200
228,1,228,41,214,228,0,228,228,0,228,41,228,2,-1,0,0,0,0,9348
76,1,76,33,901,76,0,76,76,0,76,33,76,2,-1,0,0,0,0,2508
149,1,149,34,1569,149,0,149,149,0,149,34,149,2,-1,0,0,0,0,5066
331,1,331,34,0,331,0,331,331,0,331,34,331,2,-1,0,0,0,0,11254
86,1,86,39,246,86,0,86,86,0,86,39,86,2,-1,0,0,0,0,3354
80,1,80,46,1804,80,0,80,80,0,80,46,80,2,-1,0,0,0,0,3680
209,1,209,0,0,0,209,209,209,0,209,43,209,2,-1,0,0,0,0,8987
1070,1,1070,33,1120,1070,0,1070,1070,0,1070,33,1070,2,-1,0,0,0,0,35310
610,1,610,57,2785,610,0,610,610,0,610,57,610,4,-1,0,0,0,0,34770
144,1,144,32,834,144,0,144,144,0,144,32,144,2,-1,0,0,0,0,4608
140,1,140,31,3194,140,0,140,140,0,140,31,140,2,-1,0,0,0,0,4340
96,1,96,30,671,96,0,96,96,0,96,30,96,2,-1,0,0,0,0,2880
139,1,139,46,159,139,0,0,139,0,139,46,139,4,-1,0,0,0,0,6394
51,1,51,49,23917,51,0,51,51,0,51,49,51,4,-1,0,0,0,0,2499
601,1,601,60,2190,601,0,601,601,0,601,60,601,2,-1,0,0,0,0,36060
152,1,152,60,-240,152,0,152,152,0,152,60,152,6,-1,0,0,0,0,9120
699,1,699,33,0,699,0,699,699,0,699,33,699,7,-1,0,0,0,0,23067
255,1,255,0,0,0,255,0,255,0,255,32,255,15,-1,0,0,0,0,8160
591,1,591,35,416,591,0,591,591,0,591,35,591,4,-1,0,0,0,0,20685
225,1,225,59,754,225,0,225,225,0,225,59,225,4,-1,0,0,0,0,13275
65,1,65,30,1045,65,0,65,65,0,65,30,65,4,-1,0,0,0,0,1950
53,1,53,47,4040,53,0,53,53,0,53,47,53,5,-1,0,0,0,0,2491
102,1,102,53,1869,102,0,102,102,0,102,53,102,4,-1,0,0,0,0,5406
389,1,389,0,0,0,389,389,389,0,389,41,389,4,-1,0,0,0,0,15949
176,1,176,45,751,176,0,176,176,0,176,45,176,4,-1,0,0,0,0,7920
917,1,917,35,43,917,0,917,917,0,917,35,917,4,-1,0,0,0,0,32095
104,1,104,32,1364,104,0,104,104,0,104,32,104,4,-1,0,0,0,0,3328
36,1,36,34,1666,36,0,36,36,0,36,34,36,4,-1,0,0,0,0,1224
247,1,247,60,172,247,0,247,247,0,247,60,247,4,-1,0,0,0,0,14820
104,1,104,48,113,104,0,104,104,0,104,48,104,13,-1,0,0,0,0,4992
55,1,55,0,0,0,55,55,55,0,55,41,55,5,-1,0,0,0,0,2255
272,1,272,0,0,0,272,272,272,0,272,30,272,4,-1,0,0,0,0,8160
1099,1,1099,40,116,1099,0,1099,1099,0,1099,40,1099,4,-1,0,0,0,0,43960
331,1,331,37,801,331,0,331,331,0,331,37,331,7,-1,0,0,0,0,12247
79,1,79,33,540,79,0,79,79,0,79,33,79,4,-1,0,0,0,0,2607
108,1,108,45,548,108,0,108,108,0,108,45,108,4,-1,0,0,0,0,4860
111,1,111,56,1780,111,0,111,111,0,111,56,111,2,-1,0,0,0,0,6216
83,1,83,46,379,83,0,83,83,0,83,46,83,6,-1,0,0,0,0,3818
79,1,79,46,8,79,0,79,79,0,79,46,79,6,-1,0,0,0,0,3634
177,1,177,51,0,177,0,177,177,0,177,51,177,2,-1,0,0,0,0,9027
146,1,146,36,4123,146,0,146,146,0,146,36,146,2,-1,0,0,0,0,5256
104,1,104,0,0,0,104,104,104,0,104,33,104,4,-1,0,0,0,0,3432
165,1,165,49,917,165,0,165,165,0,165,49,165,6,-1,0,0,0,0,8085
103,1,103,34,223,103,0,0,103,0,103,34,103,6,-1,0,0,0,0,3502
145,1,145,0,0,0,145,145,145,0,145,33,145,4,-1,0,0,0,0,4785
194,1,194,57,856,194,0,194,194,0,194,57,194,6,-1,0,0,0,0,11058
68,1,68,34,0,68,0,68,68,0,68,34,68,4,-1,0,0,0,0,2312
189,1,189,55,578,189,0,189,189,0,189,55,189,2,-1,0,0,0,0,10395
744,1,744,0,0,0,744,744,744,0,744,39,744,2,-1,0,0,0,0,29016
185,1,185,59,1980,185,0,185,185,0,185,59,185,2,-1,0,0,0,0,10915
163,1,163,32,300,163,0,163,163,0,163,32,163,2,-1,0,0,0,0,5216
608,1,608,53,0,608,0,608,608,0,608,53,608,2,-1,0,0,0,0,32224
214,1,214,36,741,214,0,214,214,0,214,36,214,2,-1,0,0,0,0,7704
33,1,33,31,416,33,0,33,33,0,33,31,33,2,-1,0,0,0,0,1023
105,1,105,46,256,105,0,105,105,0,105,46,105,2,-1,0,0,0,0,4830
121,1,121,58,889,121,0,121,121,0,121,58,121,2,-1,0,0,0,0,7018
80,1,80,50,1,80,0,80,0,0,80,50,80,10,-1,0,0,0,0,4000
211,1,211,46,2703,211,0,211,211,0,211,46,211,6,-1,0,0,0,0,9706
566,1,566,58,0,566,0,566,566,0,566,58,566,2,-1,0,0,0,0,32828
182,1,182,31,498,182,0,182,182,0,182,31,182,2,-1,0,0,0,0,5642
317,1,317,49,653,317,0,317,317,0,317,49,317,2,-1,0,0,0,0,15533
370,1,370,30,2960,370,0,370,370,0,370,30,370,4,-1,0,0,0,0,11100
232,1,232,0,0,0,232,0,232,0,232,37,232,4,-1,0,0,0,0,8584
120,1,120,59,108,120,0,120,120,0,120,59,120,4,-1,0,0,0,0,7080
134,1,134,0,0,0,134,134,134,0,134,43,134,4,-1,0,0,0,0,5762
63,1,63,38,410,63,0,63,63,0,63,38,63,6,-1,0,0,0,0,2394
103,1,103,0,0,0,103,103,103,0,103,55,103,15,-1,0,0,0,0,5665
69,1,69,30,725,69,0,69,69,0,69,30,69,4,-1,0,0,0,0,2070
1141,1,1141,39,215,1141,0,1141,1141,0,1141,39,1141,4,-1,0,0,0,0,44499
378,1,378,33,299,378,0,378,378,0,378,33,378,4,-1,0,0,0,0,12474
135,1,135,48,794,135,0,135,135,0,135,48,135,6,-1,0,0,0,0,6480
734,1,734,0,0,0,734,734,734,0,734,41,734,4,-1,0,0,0,0,30094
153,1,153,41,134,153,0,0,153,0,153,41,153,4,-1,0,0,0,0,6273
121,1,121,53,217,121,0,121,121,0,121,53,121,5,-1,0,0,0,0,6413
133,1,133,47,1127,133,0,133,133,0,133,47,133,6,-1,0,0,0,0,6251
262,1,262,55,1512,262,0,262,262,0,262,55,262,4,-1,0,0,0,0,14410
1238,1,1238,32,2018,1238,0,1238,1238,0,1238,32,1238,1,-1,0,0,0,0,39616
149,1,149,36,28,149,0,0,149,0,149,36,149,2,-1,0,0,0,0,5364
382,1,382,32,999,382,0,382,382,0,382,32,382,3,-1,0,0,0,0,12224
55,1,0,0,0,0,55,55,55,0,55,40,55,4,-1,0,0,0,0,2200
383,1,383,34,421,383,0,383,383,0,383,34,383,3,-1,0,0,0,0,13022
280,1,0,0,0,0,280,0,280,0,280,37,280,3,-1,0,0,0,0,10360
93,1,93,34,1273,93,0,93,0,0,93,34,93,2,-1,0,0,0,0,3162
76,1,76,0,0,0,76,76,76,0,76,32,76,7,-1,0,0,0,0,2432
121,1,121,35,569,121,0,121,121,0,121,35,121,3,-1,0,0,0,0,4235
176,1,176,38,982,176,0,176,176,0,176,38,176,3,-1,0,0,0,0,6688
187,1,187,37,0,187,0,187,187,0,187,37,187,4,-1,0,0,0,0,6919
246,1,246,53,112,246,0,0,246,0,246,53,246,3,-1,0,0,0,0,13038
107,1,107,57,13834,107,0,107,107,0,107,57,107,1,-1,0,0,0,0,6099
132,1,132,48,353,132,0,132,132,0,132,48,132,1,-1,0,0,0,0,6336
109,1,109,35,22,109,0,109,109,0,109,35,109,1,-1,0,0,0,0,3815
381,1,381,30,1191,381,0,381,381,0,381,30,381,4,-1,0,0,0,0,11430
445,1,445,31,4945,445,0,445,445,0,445,31,445,1,-1,0,0,0,0,13795
129,1,129,40,4186,129,0,129,129,0,129,40,129,1,-1,0,0,0,0,5160
71,1,71,47,206,71,0,71,71,0,71,47,71,3,-1,0,0,0,0,3337
80,1,80,0,0,0,80,80,80,0,80,35,80,10,-1,0,0,0,0,2800
720,1,720,31,0,720,0,720,720,0,720,31,720,1,-1,0,0,0,0,22320
227,1,0,0,0,0,227,0,227,0,227,35,227,1,-1,0,0,0,0,7945
161,1,161,30,2784,161,0,161,161,0,161,30,161,1,-1,0,0,0,0,4830
64,1,64,42,187,64,0,64,64,0,64,42,64,1,-1,0,0,0,0,2688
238,1,238,0,0,0,238,238,238,0,238,32,238,1,-1,0,0,0,0,7616
173,1,173,0,0,0,173,173,173,0,173,45,173,1,-1,0,0,0,0,7785
90,1,90,33,1166,90,0,90,90,0,90,33,90,3,-1,0,0,0,0,2970
139,1,139,59,914,139,0,139,139,0,139,59,139,8,-1,0,0,0,0,8201
549,1,549,0,0,0,549,549,549,0,549,37,549,1,-1,0,0,0,0,20313
265,1,265,0,0,0,265,265,265,0,265,40,265,4,-1,0,0,0,0,10600
67,1,67,0,0,0,67,0,67,0,67,32,67,1,-1,0,0,0,0,2144
379,1,379,32,1086,379,0,379,379,0,379,32,379,3,-1,0,0,0,0,12128
126,1,126,0,0,0,126,126,126,0,126,51,126,2,-1,0,0,0,0,6426
429,1,429,0,0,0,429,0,429,0,429,31,429,7,-1,0,0,0,0,13299
117,1,117,33,2586,117,0,117,117,0,117,33,117,3,-1,0,0,0,0,3861
933,1,933,37,4,933,0,933,933,0,933,37,933,1,-1,0,0,0,0,34521
77,1,0,59,-13,77,0,77,77,0,77,59,77,1,-1,0,0,0,0,4543
221,1,221,32,1208,221,0,221,221,0,221,32,221,3,-1,0,0,0,0,7072
149,1,149,30,4459,149,0,149,149,0,149,30,149,2,-1,0,0,0,0,4470
148,1,148,38,-3,148,0,148,148,0,148,38,148,3,-1,0,0,0,0,5624
149,1,149,52,7742,149,0,149,149,0,149,52,149,3,-1,0,0,0,0,7748
80,1,80,32,3832,80,0,80,80,0,80,32,80,3,-1,0,0,0,0,2560
214,1,214,0,0,0,214,214,214,0,214,37,214,5,-1,0,0,0,0,7918
248,1,248,34,4676,248,0,248,248,0,248,34,248,3,-1,0,0,0,0,8432
132,1,132,30,6493,132,0,132,132,0,132,30,132,5,-1,0,0,0,0,3960
240,1,240,33,443,240,0,240,240,0,240,33,240,5,-1,0,0,0,0,7920
385,1,385,32,543,385,0,385,385,0,385,32,385,3,-1,0,0,0,0,12320
249,1,249,0,0,0,249,249,249,0,249,30,249,5,-1,0,0,0,0,7470
200,1,200,43,223,200,0,200,200,0,200,43,200,4,-1,0,0,0,0,8600
104,1,104,31,2,104,0,0,104,0,104,31,104,4,-1,0,0,0,0,3224
124,1,124,0,0,0,124,124,124,0,124,43,124,7,-1,0,0,0,0,5332
117,1,117,31,3739,117,0,117,117,0,117,31,117,3,-1,0,0,0,0,3627
312,1,312,31,762,312,0,312,312,0,312,31,312,3,-1,0,0,0,0,9672
271,1,271,47,24,271,0,271,271,0,271,47,271,3,-1,0,0,0,0,12737
157,1,157,49,4594,157,0,157,157,0,157,49,157,3,-1,0,0,0,0,7693
1144,1,1144,32,1434,1144,0,1144,1144,0,1144,32,1144,3,-1,0,0,0,0,36608
485,1,485,30,290,485,0,485,485,0,485,30,485,5,-1,0,0,0,0,14550
67,1,67,56,476,67,0,67,67,0,67,56,67,7,-1,0,0,0,0,3752
108,1,108,59,478,108,0,108,108,0,108,59,108,5,-1,0,0,0,0,6372
293,1,293,0,0,0,293,293,293,0,293,47,293,5,-1,0,0,0,0,13771
345,1,345,30,8351,345,0,345,345,0,345,30,345,3,-1,0,0,0,0,10350
72,1,72,50,0,72,0,72,72,0,72,50,72,5,-1,0,0,0,0,3600
101,1,101,42,1161,101,0,101,101,0,101,42,101,5,-1,0,0,0,0,4242
304,1,304,53,2639,304,0,304,304,0,304,53,304,4,-1,0,0,0,0,16112
663,1,663,51,541,663,0,663,663,0,663,51,663,3,-1,0,0,0,0,33813
95,1,95,43,8,95,0,95,95,0,95,43,95,4,-1,0,0,0,0,4085
268,1,268,36,487,268,0,0,268,0,268,36,268,3,-1,0,0,0,0,9648
133,1,133,31,30,133,0,133,0,0,133,31,133,5,-1,0,0,0,0,4123
339,1,339,55,1785,339,0,339,339,0,339,55,339,3,-1,0,0,0,0,18645
57,1,57,34,519,57,0,57,57,0,57,34,57,3,-1,0,0,0,0,1938
209,1,209,0,0,0,209,0,209,0,209,37,209,2,-1,0,0,0,0,7733
94,1,94,40,3426,94,0,94,94,0,94,40,94,3,-1,0,0,0,0,3760
1242,1,1242,41,0,1242,0,1242,1242,0,1242,41,1242,5,-1,0,0,0,0,50922
862,1,862,59,1296,862,0,862,862,0,862,59,862,11,-1,0,0,0,0,50858
236,1,236,55,2120,236,0,236,236,0,236,55,236,3,-1,0,0,0,0,12980
230,1,230,39,3663,230,0,230,230,0,230,39,230,3,-1,0,0,0,0,8970
444,1,444,35,354,444,0,444,444,0,444,35,444,3,-1,0,0,0,0,15540
239,1,239,59,5219,239,0,239,239,0,239,59,239,3,-1,0,0,0,0,14101
418,1,418,48,719,418,0,0,418,0,418,48,418,5,-1,0,0,0,0,20064
249,1,249,0,0,0,249,249,249,0,249,46,249,5,-1,0,0,0,0,11454
277,1,277,50,111,277,0,277,277,0,277,50,277,3,-1,0,0,0,0,13850
1687,1,1687,0,0,0,1687,1687,1687,0,1687,38,1687,9,-1,0,0,0,0,64106
231,1,231,57,14093,231,0,231,231,0,231,57,231,5,-1,0,0,0,0,13167
481,1,481,35,863,481,0,481,481,0,481,35,481,2,-1,0,0,0,0,16835
277,1,277,53,451,277,0,0,277,0,277,53,277,5,-1,0,0,0,0,14681
101,1,101,34,1054,101,0,101,101,0,101,34,101,3,-1,0,0,0,0,3434
295,1,295,44,12,295,0,295,295,0,295,44,295,3,-1,0,0,0,0,12980
247,1,247,0,0,0,247,247,247,0,247,30,247,1,-1,0,0,0,0,7410
164,1,164,53,1301,164,0,164,164,0,164,53,164,1,-1,0,0,0,0,8692
270,1,270,58,11,270,0,270,270,0,270,58,270,1,-1,0,0,0,0,15660
1080,1,1080,34,828,1080,0,0,1080,0,1080,34,1080,3,-1,0,0,0,0,36720
220,1,220,38,-267,220,0,220,220,0,220,38,220,1,-1,0,0,0,0,8360
159,1,159,0,0,0,159,159,159,0,159,34,159,3,-1,0,0,0,0,5406
217,1,217,0,0,0,217,217,217,0,217,33,217,1,-1,0,0,0,0,7161
40,1,40,0,0,0,40,0,40,0,40,50,40,5,-1,0,0,0,0,2000
179,1,179,56,15088,179,0,179,179,0,179,56,179,4,-1,0,0,0,0,10024
1504,1,1504,31,433,1504,0,1504,1504,0,1504,31,1504,2,-1,0,0,0,0,46624
85,1,85,50,1859,85,0,85,85,0,85,50,85,5,-1,0,0,0,0,4250
48,1,48,45,6753,48,0,48,48,0,48,45,48,9,-1,0,0,0,0,2160
342,1,342,34,1039,342,0,342,342,0,342,34,342,3,-1,0,0,0,0,11628
566,1,566,33,335,566,0,566,566,0,566,33,566,7,-1,0,0,0,0,18678
356,1,356,52,989,356,0,356,356,0,356,52,356,1,-1,0,0,0,0,18512
159,1,159,32,715,159,0,159,159,0,159,32,159,1,-1,0,0,0,0,5088
1015,1,1015,44,-61,1015,0,1015,1015,0,1015,44,1015,1,-1,0,0,0,0,44660
479,1,479,47,2787,479,0,479,479,0,479,47,479,1,-1,0,0,0,0,22513
226,1,226,0,0,0,226,226,226,0,226,40,226,8,-1,0,0,0,0,9040
91,1,91,59,636,91,0,91,91,0,91,59,91,4,-1,0,0,0,0,5369
154,1,154,30,115,154,0,154,154,0,154,30,154,2,-1,0,0,0,0,4620
