duration,pdays,year_2008,balance_education_secondary,balance_education_tertiary,duration_default_no,balance_housing_no,duration_housing_no,duration_loan_no,duration_contact_cellular,age_month_1,duration_month_10,duration_month_11,age_month_2,duration_month_3,age_month_5,duration_poutcome_success,age_year_2009,duration_year_2010,duration_age
196,-1,0,1055,0,196,1055,196,196,196,28,0,0,0,0,0,0,28,0,5488
55,-1,0,0,36,55,36,55,55,0,34,0,0,0,0,0,0,34,0,1870
142,-1,0,0,0,142,0,142,142,142,36,0,0,0,0,0,0,36,0,5112
455,-1,0,0,387,455,0,0,455,455,28,0,0,0,0,0,0,28,0,12740
211,-1,0,0,0,211,5901,211,211,211,34,0,0,0,0,0,0,34,0,7174
102,-1,0,1279,0,102,0,0,0,102,54,0,0,0,0,0,0,54,0,5508
155,-1,0,338,0,155,0,0,155,155,31,0,0,0,0,0,0,31,0,4805
63,-1,0,0,223,63,223,63,63,63,38,0,0,0,0,0,0,38,0,2394
290,153,0,0,3463,290,0,0,0,290,44,0,0,0,0,0,0,44,0,12760
251,-1,0,42,0,251,42,251,251,251,27,0,0,0,0,0,0,27,0,6777
445,223,0,732,0,445,0,0,445,445,30,0,0,0,0,0,0,30,0,13350
32,-1,0,0,0,32,0,0,0,32,39,0,0,0,0,0,0,39,0,1248
216,-1,0,0,0,216,0,216,216,216,47,0,0,0,0,0,0,47,0,10152
435,-1,0,0,89,435,89,435,435,0,32,0,0,0,0,0,0,32,0,13920
364,-1,0,0,288,364,288,364,364,364,31,0,0,0,0,0,0,31,0,11284
38,-1,0,0,744,38,744,38,38,0,58,0,0,0,0,0,0,58,0,2204
100,-1,0,0,0,100,1369,100,0,100,60,0,0,0,0,0,0,60,0,6000
389,181,0,417,0,389,417,389,389,389,37,0,0,0,0,0,0,37,0,14393
929,-1,0,1694,0,929,0,0,929,929,32,0,0,0,0,0,0,32,0,29728
74,-1,0,0,379,74,0,0,74,74,43,0,0,0,0,0,0,43,0,3182
74,176,0,547,0,74,547,74,74,74,48,0,0,0,0,0,0,48,0,3552
219,-1,0,0,726,219,726,219,219,219,33,0,0,0,0,0,0,33,0,7227
169,-1,0,0,434,169,0,0,169,169,39,0,0,0,0,0,0,39,0,6591
87,-1,0,0,0,87,0,0,87,87,54,0,0,0,0,0,0,54,0,4698
229,184,0,0,1616,229,1616,229,229,0,41,0,0,0,0,0,229,41,0,9389
1972,-1,0,0,47,1972,0,0,1972,1972,45,0,0,0,0,0,0,45,0,88740
60,250,0,0,0,60,0,0,60,60,36,0,0,0,0,0,0,36,0,2160
218,177,0,487,0,218,487,218,218,218,47,0,0,0,0,0,0,47,0,10246
296,-1,0,0,0,296,0,296,296,296,29,0,0,0,0,0,0,29,0,8584
458,-1,0,0,393,458,393,458,458,458,32,0,0,0,0,0,0,32,0,14656
452,-1,0,0,0,452,0,452,452,452,28,0,0,0,0,0,0,28,0,12656
146,-1,0,1357,0,146,1357,146,146,146,53,0,0,0,0,0,0,53,0,7738
98,154,0,0,0,98,699,98,98,98,59,0,0,0,0,0,0,59,0,5782
117,-1,0,0,0,117,0,0,0,117,32,0,0,0,0,0,0,32,0,3744
176,266,0,0,0,176,0,0,176,176,33,0,0,0,0,0,0,33,0,5808
158,153,0,3207,0,158,3207,158,158,158,55,0,0,0,0,0,0,55,0,8690
741,-1,0,0,100,741,100,741,741,741,32,0,0,0,0,0,0,32,0,23712
374,-1,0,0,0,374,130,374,374,374,60,0,0,0,0,0,0,60,0,22440
92,-1,0,0,0,92,787,92,92,92,32,0,0,0,0,0,0,32,0,2944
236,-1,0,0,37,236,37,236,236,236,58,0,0,0,0,0,0,58,0,13688
191,-1,0,0,0,191,0,0,191,191,33,0,0,0,0,0,0,33,0,6303
132,-1,0,0,0,132,0,132,132,132,29,0,0,0,0,0,0,29,0,3828
301,-1,0,1508,0,301,1508,301,0,301,41,0,0,0,0,0,0,41,0,12341
112,-1,0,3473,0,112,3473,112,112,112,32,0,0,0,0,0,0,32,0,3584
175,-1,0,0,3222,175,0,0,175,175,31,0,0,0,0,0,0,31,0,5425
122,-1,0,1035,0,122,1035,122,122,122,43,0,0,0,0,0,0,43,0,5246
536,-1,0,1,0,536,1,536,536,536,58,0,0,0,0,0,0,58,0,31088
1745,-1,0,0,0,1745,0,1745,1745,1745,53,0,0,0,0,0,0,53,0,92485
233,-1,0,0,0,233,0,233,233,233,33,0,0,0,0,0,0,33,0,7689
38,-1,0,527,0,38,527,38,38,38,32,0,0,0,0,0,0,32,0,1216
186,-1,0,0,140,186,140,186,186,186,30,0,0,0,0,0,0,30,0,5580
1199,-1,0,0,0,1199,0,1199,1199,1199,46,0,0,0,0,0,0,46,0,55154
170,240,0,0,0,170,0,0,170,0,43,0,0,0,0,0,0,43,0,7310
230,-1,0,-321,0,230,-321,230,230,230,42,0,0,0,0,0,0,42,0,9660
246,-1,0,755,0,246,755,246,246,246,46,0,0,0,0,0,0,46,0,11316
198,-1,0,1033,0,198,1033,198,198,198,52,0,0,0,0,0,0,52,0,10296
163,-1,0,0,0,163,1236,163,163,163,47,0,0,0,0,0,0,47,0,7661
90,204,0,177,0,90,0,0,0,90,49,0,0,0,0,0,0,49,0,4410
196,-1,0,0,0,196,840,196,196,196,48,0,0,0,0,0,0,48,0,9408
119,268,0,219,0,119,0,0,119,119,41,0,0,0,0,0,0,41,0,4879
136,-1,0,0,157,136,0,0,0,136,42,0,0,0,0,0,0,42,0,5712
92,-1,0,0,0,92,1458,92,92,92,50,0,0,0,0,0,0,50,0,4600
287,-1,0,5715,0,287,5715,287,287,287,53,0,0,0,0,0,0,53,0,15211
68,-1,0,122,0,68,122,68,68,68,44,0,0,0,0,0,0,44,0,2992
208,-1,0,0,0,208,818,208,208,208,57,0,0,0,0,0,0,57,0,11856
234,181,0,799,0,234,799,234,234,234,42,0,0,0,0,0,0,42,0,9828
135,-1,0,117,0,135,117,135,135,135,30,0,0,0,0,0,0,30,0,4050
48,-1,0,466,0,48,466,48,48,48,42,0,0,0,0,0,0,42,0,2016
88,-1,0,0,0,88,962,88,0,0,55,0,0,0,0,0,0,55,0,4840
410,-1,0,1095,0,410,1095,410,410,410,26,0,0,0,0,0,0,26,0,10660
210,-1,0,297,0,210,297,210,210,210,45,0,0,0,0,0,0,45,0,9450
207,-1,0,414,0,207,414,207,207,207,52,0,0,0,0,0,0,52,0,10764
139,-1,0,0,6,139,0,0,139,139,39,0,0,0,0,0,0,39,0,5421
212,-1,0,237,0,212,0,0,212,212,44,0,0,0,0,0,0,44,0,9328
290,184,0,0,-528,290,-528,290,290,290,56,0,0,0,0,0,0,56,0,16240
296,-1,0,399,0,296,399,296,296,296,42,0,0,0,0,0,0,42,0,12432
148,258,0,0,0,148,0,0,148,148,26,0,0,0,0,0,0,26,0,3848
321,-1,0,0,102,321,102,321,321,321,28,0,0,0,0,0,0,28,0,8988
241,-1,0,6,0,241,0,0,241,241,30,0,0,0,0,0,0,30,0,7230
58,184,0,769,0,58,769,58,0,58,48,0,0,0,0,0,0,48,0,2784
201,-1,0,0,0,201,8585,201,201,0,55,0,0,0,0,0,0,55,0,11055
411,156,0,0,0,411,0,411,411,411,41,0,0,0,0,0,0,41,0,16851
271,-1,0,0,0,271,559,271,271,271,55,0,0,0,0,0,0,55,0,14905
96,-1,0,429,0,96,429,96,96,96,42,0,0,0,0,0,0,42,0,4032
1121,205,0,0,1392,1121,1392,1121,1121,1121,52,0,0,0,0,0,0,52,0,58292
64,-1,0,0,0,64,103,64,64,64,45,0,0,0,0,0,0,45,0,2880
119,-1,0,0,802,119,802,119,119,0,42,0,0,0,0,0,0,42,0,4998
942,-1,0,0,0,942,0,942,942,942,42,0,0,0,0,0,0,42,0,39564
873,-1,0,0,54,873,54,873,873,873,29,0,0,0,0,0,0,29,0,25317
183,-1,0,0,0,183,140,183,183,0,27,0,0,0,0,0,0,27,0,4941
352,-1,0,0,1796,352,1796,352,352,352,43,0,0,0,0,0,0,43,0,15136
227,187,0,672,0,227,0,0,227,0,45,0,0,0,0,0,0,45,0,10215
965,-1,0,0,1013,965,1013,965,965,965,27,0,0,0,0,0,0,27,0,26055
177,-1,0,760,0,177,760,177,177,177,27,0,0,0,0,0,0,27,0,4779
692,247,0,-199,0,692,-199,692,692,692,44,0,0,0,0,0,0,44,0,30448
128,-1,0,0,1918,128,1918,128,128,128,32,0,0,0,0,0,0,32,0,4096
42,-1,0,0,0,42,2020,42,42,0,26,0,0,0,0,0,0,26,0,1092
148,-1,0,-507,0,148,-507,148,148,0,49,0,0,0,0,0,0,49,0,7252
391,191,0,-70,0,391,0,0,0,391,50,0,0,0,0,0,0,50,0,19550
515,-1,0,0,1288,515,1288,515,515,515,54,0,0,0,0,0,0,54,0,27810
198,-1,0,-33,0,198,-33,198,198,198,45,0,0,0,0,0,0,45,0,8910
554,-1,0,0,0,554,78,554,554,554,28,0,0,0,0,0,0,28,0,15512
157,-1,0,0,0,157,1227,157,157,0,46,0,0,0,0,0,0,46,0,7222
360,-1,0,0,0,360,2244,360,360,0,51,0,0,0,0,0,0,51,0,18360
503,-1,0,208,0,503,208,503,0,503,59,0,0,0,0,0,0,59,0,29677
81,-1,0,0,0,81,0,81,81,81,35,0,0,0,0,0,0,35,0,2835
294,-1,0,0,0,294,664,294,294,294,33,0,0,0,0,0,0,33,0,9702
224,-1,0,0,0,224,0,224,224,224,39,0,0,0,0,0,0,39,0,8736
156,-1,0,358,0,156,358,156,156,156,30,0,0,0,0,0,0,30,0,4680
405,-1,0,0,811,405,811,405,405,405,53,0,0,0,0,0,0,53,0,21465
699,-1,0,0,239,699,239,699,699,699,34,0,0,0,0,0,0,34,0,23766
567,-1,0,583,0,567,583,567,567,567,42,0,0,0,0,0,0,42,0,23814
168,205,0,0,0,168,0,0,0,168,40,0,0,0,0,0,0,40,0,6720
54,160,0,644,0,54,644,54,54,0,47,0,0,0,0,0,0,47,0,2538
2150,-1,0,51,0,2150,51,2150,0,2150,37,0,0,0,0,0,0,37,0,79550
85,-1,0,0,0,85,1470,85,85,0,55,0,0,0,0,0,0,55,0,4675
1451,-1,0,622,0,1451,622,1451,1451,1451,26,0,0,0,0,0,0,26,0,37726
180,-1,0,585,0,180,585,180,180,180,27,0,0,0,0,0,0,27,0,4860
123,-1,0,922,0,123,922,123,123,0,54,0,0,0,0,0,0,54,0,6642
127,-1,0,4457,0,127,4457,127,127,127,59,0,0,0,0,0,0,59,0,7493
253,-1,0,0,37,253,37,253,253,253,37,0,0,0,0,0,0,37,0,9361
65,-1,0,0,0,65,1128,65,65,65,47,0,0,0,0,0,0,47,0,3055
262,268,0,0,308,262,0,0,0,262,31,0,0,0,0,0,0,31,0,8122
320,-1,0,0,0,320,0,320,320,320,44,0,0,0,0,0,0,44,0,14080
70,-1,0,0,1218,70,0,0,70,0,32,0,0,0,0,0,0,32,0,2240
74,-1,0,0,0,74,549,74,74,0,53,0,0,0,0,0,0,53,0,3922
79,-1,0,24,0,79,0,0,79,79,39,0,0,0,0,0,0,39,0,3081
150,-1,0,637,0,150,637,150,150,150,53,0,0,0,0,0,0,53,0,7950
114,-1,0,0,14,114,14,114,114,114,39,0,0,0,0,0,0,39,0,4446
119,-1,0,1,0,119,1,119,119,119,33,0,0,0,0,0,0,33,0,3927
91,-1,0,0,0,91,350,91,91,91,49,0,0,0,0,0,0,49,0,4459
283,-1,0,0,95,283,95,283,283,0,28,0,0,0,0,0,0,28,0,7924
82,-1,0,0,0,82,311,82,82,0,53,0,0,0,0,0,0,53,0,4346
61,-1,0,1803,0,61,1803,61,61,61,35,0,0,0,0,0,0,35,0,2135
119,-1,0,0,1235,119,1235,119,119,119,30,0,0,0,0,0,0,30,0,3570
100,-1,0,1264,0,100,1264,100,100,0,46,0,0,0,0,0,0,46,0,4600
98,-1,0,0,0,98,-24,98,98,0,54,0,0,0,0,0,0,54,0,5292
526,258,0,0,0,526,0,0,526,0,54,0,0,0,0,0,0,54,0,28404
229,-1,0,317,0,229,317,229,229,229,29,0,0,0,0,0,0,29,0,6641
148,-1,0,2662,0,148,2662,148,148,0,51,0,0,0,0,0,0,51,0,7548
144,-1,0,0,20,144,20,144,144,144,28,0,0,0,0,0,0,28,0,4032
258,-1,0,0,78,258,78,258,258,258,28,0,0,0,0,0,0,28,0,7224
290,-1,0,0,0,290,375,290,290,290,48,0,0,0,0,0,0,48,0,13920
104,-1,0,0,4130,104,4130,104,104,104,26,0,0,0,0,0,0,26,0,2704
653,-1,0,2,0,653,2,653,653,0,35,0,0,0,0,0,0,35,0,22855
944,-1,0,1709,0,944,1709,944,0,0,31,0,0,0,0,0,0,31,0,29264
205,-1,0,197,0,205,197,205,205,205,32,0,0,0,0,0,0,32,0,6560
134,-1,0,0,0,0,-10,134,134,134,31,0,0,0,0,0,0,31,0,4154
968,-1,0,0,394,968,394,968,968,0,51,0,0,0,0,0,0,51,0,49368
49,183,0,376,0,49,376,49,0,0,29,0,0,0,0,0,0,29,0,1421
201,-1,0,0,8,201,8,201,201,201,53,0,0,0,0,0,0,53,0,10653
117,-1,0,-257,0,117,-257,117,117,117,35,0,0,0,0,0,0,35,0,4095
404,-1,0,0,0,404,578,404,404,404,46,0,0,0,0,0,0,46,0,18584
60,-1,0,800,0,60,800,60,60,0,30,0,0,0,0,0,0,30,0,1800
246,-1,0,399,0,246,399,246,246,246,40,0,0,0,0,0,0,40,0,9840
517,-1,0,-96,0,517,-96,517,517,517,45,0,0,0,0,0,0,45,0,23265
82,254,0,0,0,82,0,0,82,0,51,0,0,0,0,0,0,51,0,4182
134,-1,0,1161,0,134,0,0,134,134,55,0,0,0,0,0,0,55,0,7370
757,-1,0,0,3770,757,3770,757,757,757,33,0,0,0,0,0,0,33,0,24981
270,-1,0,95,0,270,0,0,0,0,47,0,0,0,0,0,0,47,0,12690
330,-1,0,0,0,330,67,330,330,330,29,0,0,0,0,0,0,29,0,9570
46,-1,0,0,0,46,4721,46,46,0,37,0,0,0,0,0,0,37,0,1702
221,-1,0,0,0,221,0,221,221,221,48,0,0,0,0,0,0,48,0,10608
451,-1,0,0,0,451,1027,451,451,451,29,0,0,0,0,0,0,29,0,13079
258,-1,0,0,0,258,177,258,258,0,42,0,0,0,0,0,0,42,0,10836
49,-1,0,374,0,49,374,49,49,0,31,0,0,0,0,0,0,31,0,1519
233,-1,0,0,695,233,695,233,233,233,37,0,0,0,0,0,0,37,0,8621
412,-1,0,438,0,412,438,412,412,412,48,0,0,0,0,0,0,48,0,19776
122,-1,0,0,0,122,0,122,122,0,35,0,0,0,0,0,0,35,0,4270
152,-1,0,0,182,152,182,152,152,152,43,0,0,0,0,0,0,43,0,6536
335,-1,0,486,0,335,486,335,335,335,30,0,0,0,0,0,0,30,0,10050
315,-1,0,0,2346,315,0,0,315,315,38,0,0,0,0,0,0,38,0,11970
518,-1,0,0,0,518,595,518,518,0,43,0,0,0,0,0,0,43,0,22274
125,-1,0,0,0,125,0,125,0,0,27,0,0,0,0,0,0,27,0,3375
145,223,0,0,557,145,0,0,145,145,49,0,0,0,0,0,0,49,0,7105
100,170,0,0,86,100,86,100,100,100,31,0,0,0,0,0,0,31,0,3100
180,-1,0,0,4638,180,4638,180,180,180,32,0,0,0,0,0,0,32,0,5760
250,246,0,0,370,250,370,250,250,250,30,0,0,0,0,0,0,30,0,7500
220,-1,0,289,0,220,289,220,220,220,26,0,0,0,0,0,0,26,0,5720
297,-1,0,782,0,297,782,297,297,297,26,0,0,0,0,0,0,26,0,7722
53,266,0,1988,0,53,0,0,53,0,34,0,0,0,0,0,0,34,0,1802
89,-1,0,206,0,89,206,89,89,89,26,0,0,0,0,0,0,26,0,2314
52,245,0,1504,0,52,0,0,52,52,57,0,0,0,0,0,0,57,0,2964
366,-1,0,232,0,366,232,366,366,366,40,0,0,0,0,0,0,40,0,14640
159,-1,0,118,0,159,118,159,159,159,33,0,0,0,0,0,0,33,0,5247
89,-1,0,0,0,89,0,89,89,89,30,0,0,0,0,0,0,30,0,2670
103,185,0,360,0,103,0,0,103,103,33,0,0,0,0,0,0,33,0,3399
241,266,0,459,0,241,0,0,241,241,33,0,0,0,0,0,0,33,0,7953
407,-1,0,407,0,407,407,407,407,407,34,0,0,0,0,0,0,34,0,13838
381,247,0,-259,0,381,0,0,381,381,35,0,0,0,0,0,0,35,0,13335
123,185,0,2041,0,123,2041,123,123,0,60,0,0,0,0,0,0,60,0,7380
275,240,0,1296,0,275,0,0,0,275,29,0,0,0,0,0,0,29,0,7975
74,239,0,257,0,74,0,0,0,74,32,0,0,0,0,0,0,32,0,2368
221,-1,0,373,0,221,373,221,221,0,43,0,0,0,0,0,0,43,0,9503
104,-1,0,955,0,104,0,0,104,104,55,0,0,0,0,0,0,55,0,5720
111,247,0,13,0,111,0,0,111,111,33,0,0,0,0,0,0,33,0,3663
225,-1,0,0,0,225,-411,225,225,225,59,0,0,0,0,0,0,59,0,13275
23,-1,0,92,0,23,0,0,23,0,31,0,0,0,0,0,0,31,0,713
139,-1,0,0,0,139,164,139,139,139,53,0,0,0,0,0,0,53,0,7367
223,261,0,0,0,223,0,0,0,223,32,0,0,0,0,0,0,32,0,7136
121,259,0,120,0,121,0,0,0,121,46,0,0,0,0,0,0,46,0,5566
220,-1,0,2,0,220,2,220,0,220,29,0,0,0,0,0,0,29,0,6380
391,241,0,532,0,391,0,0,391,391,36,0,0,0,0,0,0,36,0,14076
150,189,0,0,-290,150,0,0,0,150,36,0,0,0,0,0,0,36,0,5400
90,-1,0,152,0,90,152,90,0,90,26,0,0,0,0,0,0,26,0,2340
238,-1,0,0,1638,238,1638,238,238,238,28,0,0,0,0,0,0,28,0,6664
42,-1,0,0,2880,42,2880,42,42,42,35,0,0,0,0,0,0,35,0,1470
124,-1,0,4769,0,124,4769,124,124,124,37,0,0,0,0,0,0,37,0,4588
89,260,0,673,0,89,0,0,89,89,34,0,0,0,0,0,0,34,0,3026
1424,-1,0,86,0,1424,86,1424,1424,1424,37,0,0,0,0,0,0,37,0,52688
199,234,0,272,0,199,0,0,0,199,39,0,0,0,0,0,0,39,0,7761
374,-1,0,221,0,374,221,374,374,374,35,0,0,0,0,0,0,35,0,13090
451,197,0,133,0,451,0,0,0,451,48,0,0,0,0,0,0,48,0,21648
395,-1,0,50,0,395,50,395,395,395,31,0,0,0,0,0,0,31,0,12245
67,-1,0,336,0,67,336,67,67,67,30,0,0,0,0,0,0,30,0,2010
354,197,0,0,557,354,0,0,354,354,34,0,0,0,0,0,0,34,0,12036
227,261,0,0,36,227,0,0,227,227,36,0,0,0,0,0,0,36,0,8172
167,198,0,313,0,167,0,0,167,167,36,0,0,0,0,0,0,36,0,6012
113,-1,0,0,1425,113,1425,113,113,113,47,0,0,0,0,0,0,47,0,5311
192,-1,0,0,0,192,0,0,0,192,60,0,0,0,0,0,0,60,0,11520
151,253,0,498,0,151,0,0,151,151,36,0,0,0,0,0,0,36,0,5436
168,-1,0,50,0,168,50,168,168,168,27,0,0,0,0,0,0,27,0,4536
29,266,0,319,0,29,0,0,29,29,36,0,0,0,0,0,0,36,0,1044
246,226,0,521,0,246,0,0,246,246,46,0,0,0,0,0,0,46,0,11316
246,-1,0,427,0,246,427,246,246,246,57,0,0,0,0,0,0,57,0,14022
365,-1,0,0,223,365,223,365,365,365,32,0,0,0,0,0,0,32,0,11680
149,-1,0,0,-259,149,-259,149,0,149,42,0,0,0,0,0,0,42,0,6258
128,192,0,0,-90,128,0,0,128,128,45,0,0,0,0,0,0,45,0,5760
110,184,0,676,0,110,0,0,110,110,47,0,0,0,0,0,0,47,0,5170
99,245,0,149,0,99,0,0,99,99,35,0,0,0,0,0,0,35,0,3465
385,-1,0,-199,0,385,0,0,0,385,49,0,0,0,0,0,0,49,0,18865
140,-1,0,268,0,140,268,140,140,140,32,0,0,0,0,0,0,32,0,4480
139,171,0,478,0,139,478,139,139,139,60,0,0,0,0,0,0,60,0,8340
344,188,0,0,0,344,0,0,344,344,37,0,0,0,0,0,0,37,0,12728
240,182,0,455,0,240,455,240,240,240,26,0,0,0,0,0,0,26,0,6240
259,259,0,0,893,259,0,0,259,259,33,0,0,0,0,0,0,33,0,8547
50,258,0,0,567,50,0,0,50,50,50,0,0,0,0,0,0,50,0,2500
444,196,0,294,0,444,0,0,444,444,46,0,0,0,0,0,0,46,0,20424
386,168,0,0,1857,386,1857,386,386,386,59,0,0,0,0,0,0,59,0,22774
503,-1,0,980,0,503,980,503,503,503,27,0,0,0,0,0,0,27,0,13581
1181,-1,0,486,0,1181,486,1181,1181,1181,32,0,0,0,0,0,0,32,0,37792
305,223,0,0,1422,305,0,0,0,305,30,0,0,0,0,0,0,30,0,9150
45,-1,0,0,0,45,343,45,45,45,35,0,0,0,0,0,0,35,0,1575
194,188,0,254,0,0,0,0,0,194,27,0,0,0,0,0,0,27,0,5238
489,-1,0,47,0,489,47,489,489,489,47,0,0,0,0,0,0,47,0,22983
317,260,0,0,547,317,0,0,317,317,39,0,0,0,0,0,0,39,0,12363
85,195,0,0,-412,85,0,0,85,85,41,0,0,0,0,0,0,41,0,3485
1101,-1,0,1125,0,1101,0,0,1101,1101,47,0,0,0,0,0,0,47,0,51747
173,164,0,-76,0,173,-76,173,173,173,53,0,0,0,0,0,0,53,0,9169
151,-1,0,323,0,151,323,151,151,151,29,0,0,0,0,0,0,29,0,4379
34,-1,0,-296,0,34,-296,34,0,34,59,0,0,0,0,0,0,59,0,2006
187,-1,0,0,252,187,0,0,187,187,26,0,0,0,0,0,0,26,0,4862
359,-1,0,594,0,359,0,0,359,359,37,0,0,0,0,0,0,37,0,13283
203,-1,0,262,0,203,262,203,203,203,32,0,0,0,0,0,0,32,0,6496
46,-1,0,0,0,46,0,0,46,46,54,0,0,0,0,0,0,54,0,2484
121,244,0,0,0,121,0,0,121,0,51,0,0,0,0,0,0,51,0,6171
122,-1,0,0,415,122,415,122,122,122,29,0,0,0,0,0,0,29,0,3538
107,245,0,629,0,107,0,0,107,107,28,0,0,0,0,0,0,28,0,2996
117,-1,0,176,0,117,176,117,117,117,59,0,0,0,0,0,0,59,0,6903
200,-1,0,0,0,200,0,0,200,200,29,0,0,0,0,0,0,29,0,5800
103,-1,0,0,0,103,0,0,103,103,41,0,0,0,0,0,0,41,0,4223
147,-1,0,0,1770,147,1770,147,147,147,53,0,0,0,0,0,0,53,0,7791
679,-1,0,0,0,679,399,679,679,679,49,0,0,0,0,0,0,49,0,33271
285,-1,0,1245,0,285,1245,285,285,285,59,0,0,0,0,0,0,59,0,16815
217,239,0,0,1120,217,0,0,217,217,31,0,0,0,0,0,0,31,0,6727
127,-1,0,22,0,127,22,127,127,127,33,0,0,0,0,0,0,33,0,4191
450,-1,0,0,0,450,717,450,450,450,48,0,0,0,0,0,0,48,0,21600
58,266,0,1322,0,58,0,0,58,58,41,0,0,0,0,0,0,41,0,2378
242,-1,0,0,73,242,73,242,242,242,27,0,0,0,0,0,0,27,0,6534
55,195,0,111,0,55,0,0,55,55,35,0,0,0,0,0,0,35,0,1925
470,-1,0,0,0,0,-462,470,470,470,53,0,0,0,0,0,0,53,0,24910
67,247,0,388,0,67,0,0,0,67,53,0,0,0,0,0,0,53,0,3551
84,251,0,0,498,84,0,0,84,84,34,0,0,0,0,0,0,34,0,2856
84,183,0,273,0,84,0,0,84,84,55,0,0,0,0,0,0,55,0,4620
41,261,0,0,1330,41,0,0,41,41,37,0,0,0,0,0,0,37,0,1517
83,-1,0,956,0,83,0,0,83,83,40,0,0,0,0,0,0,40,0,3320
79,225,0,-97,0,79,0,0,79,79,28,0,0,0,0,0,79,28,0,2212
272,-1,0,547,0,272,0,0,272,272,31,0,0,0,0,0,0,31,0,8432
305,261,0,0,0,305,0,0,305,305,42,0,0,0,0,0,0,42,0,12810
82,-1,0,0,1073,82,0,0,82,0,31,0,0,0,0,0,0,31,0,2542
71,-1,0,283,0,71,0,0,71,71,32,0,0,0,0,0,0,32,0,2272
112,183,0,0,2665,112,0,0,112,112,41,0,0,0,0,0,0,41,0,4592
106,161,0,0,424,106,424,106,106,106,31,0,0,0,0,0,0,31,0,3286
89,-1,0,0,294,89,0,0,89,89,54,0,0,0,0,0,0,54,0,4806
78,-1,0,0,0,78,0,0,78,78,45,0,0,0,0,0,0,45,0,3510
620,-1,0,0,791,620,791,620,620,620,27,0,0,0,0,0,0,27,0,16740
542,241,0,0,732,542,0,0,542,542,31,0,0,0,0,0,0,31,0,16802
801,-1,0,0,0,801,550,801,801,801,29,0,0,0,0,0,0,29,0,23229
103,247,0,0,-274,103,0,0,0,103,38,0,0,0,0,0,0,38,0,3914
750,-1,0,540,0,750,540,750,0,750,32,0,0,0,0,0,0,32,0,24000
284,258,0,0,0,284,0,0,284,0,48,0,0,0,0,0,0,48,0,13632
636,-1,0,0,0,636,0,636,636,636,55,0,0,0,0,0,0,55,0,34980
212,-1,0,0,251,212,251,212,212,212,29,0,0,0,0,0,0,29,0,6148
1165,-1,0,0,0,1165,941,1165,1165,1165,26,0,0,0,0,0,0,26,0,30290
1600,-1,0,443,0,1600,443,1600,1600,1600,37,0,0,0,0,0,0,37,0,59200
73,-1,0,0,0,73,1724,73,73,73,52,0,0,0,0,0,0,52,0,3796
147,195,0,44,0,147,0,0,147,147,58,0,0,0,0,0,0,58,0,8526
239,-1,0,0,0,239,205,239,239,239,26,0,0,0,0,0,0,26,0,6214
89,-1,0,0,0,89,2743,89,89,89,57,0,0,0,0,0,0,57,0,5073
160,199,0,0,263,160,0,0,160,160,39,0,0,0,0,0,0,39,0,6240
50,195,0,0,303,50,0,0,50,50,34,0,0,0,0,0,0,34,0,1700
181,-1,0,0,4,0,4,181,181,181,32,0,0,0,0,0,0,32,0,5792
372,-1,0,0,474,372,0,0,0,372,35,0,0,0,0,0,0,35,0,13020
94,-1,0,0,-155,94,0,0,94,94,36,0,0,0,0,0,0,36,0,3384
79,-1,0,81,0,79,0,0,79,79,35,0,0,0,0,0,0,35,0,2765
196,237,0,-386,0,196,0,0,196,196,30,0,0,0,0,0,0,30,0,5880
372,-1,0,19,0,372,19,372,372,372,30,0,0,0,0,0,0,30,0,11160
197,-1,0,783,0,197,783,197,0,197,30,0,0,0,0,0,0,30,0,5910
32,-1,0,0,232,32,0,0,32,0,53,0,0,0,0,0,0,53,0,1696
331,-1,0,1385,0,331,0,0,331,331,35,0,0,0,0,0,0,35,0,11585
86,237,0,0,0,86,0,0,86,86,36,0,0,0,0,0,0,36,0,3096
140,244,0,0,1405,140,0,0,0,140,53,0,0,0,0,0,0,53,0,7420
71,245,0,0,16992,71,0,0,71,71,34,0,0,0,0,0,0,34,0,2414
484,253,0,-557,0,484,0,0,0,484,36,0,0,0,0,0,0,36,0,17424
95,-1,0,388,0,95,388,95,95,95,40,0,0,0,0,0,0,40,0,3800
257,262,0,0,1345,257,0,0,257,257,33,0,0,0,0,0,0,33,0,8481
91,-1,0,0,4959,91,4959,91,91,91,35,0,0,0,0,0,0,35,0,3185
112,195,0,1239,0,112,0,0,112,112,35,0,0,0,0,0,0,35,0,3920
339,-1,0,-81,0,339,0,0,339,339,33,0,0,0,0,0,0,33,0,11187
259,-1,0,-1,0,259,-1,259,259,259,42,0,0,0,0,0,0,42,0,10878
166,-1,0,0,0,166,1513,166,166,166,48,0,0,0,0,0,0,48,0,7968
61,265,0,0,246,61,0,0,61,61,29,0,0,0,0,0,0,29,0,1769
103,-1,0,0,145,103,145,103,103,103,27,0,0,0,0,0,0,27,0,2781
244,-1,0,4022,0,244,0,0,244,244,45,0,0,0,0,0,0,45,0,10980
1473,-1,0,0,1361,1473,1361,1473,1473,1473,40,0,0,0,0,0,0,40,0,58920
141,-1,0,0,0,141,-110,141,0,141,52,0,0,0,0,0,0,52,0,7332
61,-1,0,566,0,61,0,0,61,61,32,0,0,0,0,0,0,32,0,1952
